segment_number,surface,speed,seat,start_time,end_time
0,static,0,Maxicosi_Joolz,1734089903899.87,1734089913543.67
1,synchro,0,Maxicosi_Joolz,1734089625860.08,1734089634445.89
2,klinkers,12,Maxicosi_Joolz,1734089649285.13,1734089696840.55
