segment_number,surface,speed,seat,start_time,end_time
0,static,0,cot,1732806828263.37,1732806832800.72
1,synchro,0,cot,1732806397043.40,1732806400553.53
2,klinkers,5,cot,1732806293268.74,1732806347591.74
3,stoeptegels,5,cot,1732806403501.16,1732806454502.99
4,stoeptegels,5,cot,1732806461357.36,1732806474629.94
5,pave,5,cot,1732806705493.35,1732806788462.10
6,tarmac,5,cot,1732806835888.98,1732806867916.32
7,tarmac,5,cot,1732806882093.08,1732806918698.43
