segment_number,surface,speed,seat,start_time,end_time
0,synchro,0,Maxicosi_Joolz,1734519480913.21,1734519487868.65
1,static,0,Maxicosi_Joolz,1734519551075.20,1734519554824.83
2,klinkers,20,Maxicosi_Joolz,1734519500576.54,1734519539628.54
