segment_number,surface,speed,seat,start_time,end_time
0,synchro,0,Melia,1734685126751.40,1734685131997.38
1,static,0,Melia,1734685309670.47,1734685321031.43
2,klinkers,12,Melia,1734685152904.36,1734685201164.00
3,klinkers,20,Melia,1734685409647.16,1734685446463.44
4,klinkers,25,Melia,1734685600055.60,1734685631746.77
