segment_number,surface,speed,seat,start_time,end_time
0,static,0,Maxicosi_Joolz,1735897199235.66,1735897202885.32
1,synchro,0,Maxicosi_Joolz,1735897205782.41,1735897210648.25
2,klinkers,20,Maxicosi_Joolz,1735897234017.27,1735897267982.61
