segment_number,surface,speed,seat,start_time,end_time
0,synchro,0,cot,1733834247517.03,1733834256168.76
1,static,0,cot,1733834287643.49,1733834290453.80
2,shock,5,cot,1733834296275.60,1733834297622.53
3,shock,5,cot,1733834321204.68,1733834323161.35
4,shock,5,cot,1733834347499.36,1733834349693.33
